CVE ID,Severity,Exploited,Patch Available,GitHub PoC?
CVE-2024-12954,CRITICAL,,False,❌
CVE-2024-12955,MEDIUM,,False,❌
CVE-2024-12956,CRITICAL,,False,❌
CVE-2024-12957,,,False,❌
CVE-2024-12958,CRITICAL,,False,❌
CVE-2024-12959,CRITICAL,,False,❌
CVE-2024-1296,MEDIUM,,False,❌
CVE-2024-12960,CRITICAL,,False,❌
CVE-2024-12961,CRITICAL,,False,❌
CVE-2024-12962,HIGH,,False,❌
CVE-2024-12963,CRITICAL,,False,❌
CVE-2024-12964,,,False,❌
CVE-2024-12965,CRITICAL,,False,❌
CVE-2024-12966,CRITICAL,,False,❌
CVE-2024-12967,CRITICAL,,False,❌
CVE-2024-12968,CRITICAL,,False,❌
CVE-2024-12969,CRITICAL,,False,❌
CVE-2024-1297,CRITICAL,,False,❌
CVE-2024-12970,LOW,,False,❌
CVE-2024-12971,,,False,❌
CVE-2024-12975,,,False,❌
CVE-2024-12976,CRITICAL,,False,❌
CVE-2024-12977,CRITICAL,,False,❌
CVE-2024-12978,HIGH,,False,❌
CVE-2024-12979,MEDIUM,,False,❌
CVE-2024-1298,,,False,❌
CVE-2024-12980,MEDIUM,,False,❌
CVE-2024-12981,CRITICAL,,False,❌
CVE-2024-12982,MEDIUM,,False,❌
CVE-2024-12983,MEDIUM,,False,❌
CVE-2024-12984,,,False,❌
CVE-2024-12985,,,False,❌
CVE-2024-12986,,,False,❌
CVE-2024-12987,,,False,❌
CVE-2024-12988,,,False,❌
CVE-2024-12989,,,False,❌
CVE-2024-1299,HIGH,,False,❌
CVE-2024-12990,,,False,❌
CVE-2024-12991,,,False,❌
CVE-2024-12992,,,False,❌
CVE-2024-12993,,,False,❌
CVE-2024-12994,,,False,❌
CVE-2024-12995,,,False,❌
CVE-2024-12996,,,False,❌
CVE-2024-12997,,,False,❌
CVE-2024-12998,MEDIUM,,False,❌
CVE-2024-12999,CRITICAL,,False,❌
CVE-2024-1300,,,False,❌
CVE-2024-13000,CRITICAL,,False,❌
CVE-2024-13001,CRITICAL,,False,❌
CVE-2024-13002,CRITICAL,,False,❌
CVE-2024-13003,CRITICAL,,False,❌
CVE-2024-13004,CRITICAL,,False,❌
CVE-2024-13005,CRITICAL,,False,❌
CVE-2024-13006,CRITICAL,,False,❌
CVE-2024-13007,CRITICAL,,False,❌
CVE-2024-13008,CRITICAL,,False,❌
CVE-2024-13009,,,False,❌
CVE-2024-1301,HIGH,,False,❌
CVE-2024-13010,MEDIUM,,False,❌
CVE-2024-13011,CRITICAL,,False,❌
CVE-2024-13012,MEDIUM,,False,❌
CVE-2024-13013,MEDIUM,,False,❌
CVE-2024-13014,CRITICAL,,False,❌
CVE-2024-13015,MEDIUM,,False,❌
CVE-2024-13016,CRITICAL,,False,❌
CVE-2024-13017,MEDIUM,,False,❌
CVE-2024-13018,MEDIUM,,False,❌
CVE-2024-13019,MEDIUM,,False,❌
CVE-2024-1302,MEDIUM,,False,❌
CVE-2024-13020,HIGH,,False,❌
CVE-2024-13021,MEDIUM,,False,❌
CVE-2024-13022,,,False,❌
CVE-2024-13023,MEDIUM,,False,❌
CVE-2024-13024,CRITICAL,,False,❌
CVE-2024-13025,HIGH,,False,❌
CVE-2024-13026,,,False,❌
CVE-2024-13028,,,False,❌
CVE-2024-13029,,,False,❌
CVE-2024-1303,MEDIUM,,False,❌
CVE-2024-13030,,,False,❌
CVE-2024-13031,MEDIUM,,False,❌
CVE-2024-13032,MEDIUM,,False,❌
CVE-2024-13033,MEDIUM,,False,❌
CVE-2024-13034,HIGH,,False,❌
CVE-2024-13035,CRITICAL,,False,❌
CVE-2024-13036,HIGH,,False,❌
CVE-2024-13037,CRITICAL,,False,❌
CVE-2024-13038,CRITICAL,,False,❌
CVE-2024-13039,HIGH,,False,❌
CVE-2024-1304,MEDIUM,,False,❌
CVE-2024-13040,HIGH,,False,❌
CVE-2024-13041,,,False,❌
CVE-2024-13042,,,False,❌
CVE-2024-13043,HIGH,,False,❌
CVE-2024-13044,HIGH,,False,❌
CVE-2024-13045,HIGH,,False,❌
CVE-2024-13046,HIGH,,False,❌
CVE-2024-13047,HIGH,,False,❌
CVE-2024-13048,HIGH,,False,❌
CVE-2024-13049,HIGH,,False,❌
CVE-2024-1305,,,False,❌
CVE-2024-13050,HIGH,,False,❌
CVE-2024-13051,HIGH,,False,❌
CVE-2024-13052,,,False,❌
CVE-2024-13054,,,False,❌
CVE-2024-13055,,,False,❌
CVE-2024-13056,,,False,❌
CVE-2024-13057,,,False,❌
CVE-2024-13058,,,False,❌
CVE-2024-13059,,,False,❌
CVE-2024-1306,,,False,❌
CVE-2024-13060,MEDIUM,,False,❌
CVE-2024-13061,,,False,❌
CVE-2024-13062,,,False,❌
CVE-2024-13067,MEDIUM,,False,❌
CVE-2024-13069,MEDIUM,,False,❌
CVE-2024-1307,,,False,❌
CVE-2024-13070,HIGH,,False,❌
CVE-2024-13072,CRITICAL,,False,❌
CVE-2024-13074,MEDIUM,,False,❌
CVE-2024-13075,MEDIUM,,False,❌
CVE-2024-13076,MEDIUM,,False,❌
CVE-2024-13077,MEDIUM,,False,❌
CVE-2024-13078,HIGH,,False,❌
CVE-2024-13079,HIGH,,False,❌
CVE-2024-1308,,,False,❌
CVE-2024-13080,MEDIUM,,False,❌
CVE-2024-13081,MEDIUM,,False,❌
CVE-2024-13082,MEDIUM,,False,❌
CVE-2024-13083,MEDIUM,,False,❌
CVE-2024-13084,CRITICAL,,False,❌
CVE-2024-13085,CRITICAL,,False,❌
CVE-2024-13086,,,False,❌
CVE-2024-1309,HIGH,,False,❌
CVE-2024-13091,CRITICAL,,False,❌
CVE-2024-13092,HIGH,,False,❌
CVE-2024-13093,HIGH,,False,❌
CVE-2024-13094,,,False,❌
CVE-2024-13095,,,False,❌
CVE-2024-13096,,,False,❌
CVE-2024-13097,,,False,❌
CVE-2024-13098,,,False,❌
CVE-2024-13099,,,False,❌
CVE-2024-1310,,,False,❌
CVE-2024-13100,,,False,❌
CVE-2024-13101,,,False,❌
CVE-2024-13102,MEDIUM,,False,❌
CVE-2024-13103,MEDIUM,,False,❌
CVE-2024-13104,MEDIUM,,False,❌
CVE-2024-13105,MEDIUM,,False,❌
CVE-2024-13106,MEDIUM,,False,❌
CVE-2024-13107,MEDIUM,,False,❌
CVE-2024-13108,MEDIUM,,False,❌
CVE-2024-13109,,,False,❌
CVE-2024-1311,,,False,❌
CVE-2024-13110,,,False,❌
CVE-2024-13111,,,False,❌
CVE-2024-13112,,,False,❌
CVE-2024-13113,,,False,❌
CVE-2024-13114,,,False,❌
CVE-2024-13115,,,False,❌
CVE-2024-13116,,,False,❌
CVE-2024-13117,,,False,❌
CVE-2024-13118,,,False,❌
CVE-2024-13119,,,False,❌
CVE-2024-1312,MEDIUM,,False,❌
CVE-2024-13120,,,False,❌
CVE-2024-13121,,,False,❌
CVE-2024-13122,,,False,❌
CVE-2024-13123,,,False,❌
CVE-2024-13124,,,False,❌
CVE-2024-13125,,,False,❌
CVE-2024-13126,,,False,❌
CVE-2024-13129,,,False,❌
CVE-2024-1313,,,False,❌
CVE-2024-13130,,,False,❌
CVE-2024-13131,,,False,❌
CVE-2024-13132,MEDIUM,,False,❌
CVE-2024-13133,,,False,❌
CVE-2024-13134,,,False,❌
CVE-2024-13135,MEDIUM,,False,❌
CVE-2024-13136,CRITICAL,,False,❌
CVE-2024-13137,MEDIUM,,False,❌
CVE-2024-13138,HIGH,,False,❌
CVE-2024-13139,HIGH,,False,❌
CVE-2024-13140,MEDIUM,,False,❌
CVE-2024-13141,MEDIUM,,False,❌
CVE-2024-13142,MEDIUM,,False,❌
CVE-2024-13143,,,False,❌
CVE-2024-13144,,,False,❌
CVE-2024-13145,,,False,❌
CVE-2024-13146,,,False,❌
CVE-2024-13147,CRITICAL,,False,❌
CVE-2024-13148,CRITICAL,,False,❌
CVE-2024-1315,,,False,❌
CVE-2024-13152,CRITICAL,,False,❌
CVE-2024-13153,MEDIUM,,False,❌
CVE-2024-13154,,,False,❌
CVE-2024-13155,MEDIUM,,False,❌
CVE-2024-13156,MEDIUM,,False,❌
CVE-2024-13157,MEDIUM,,False,❌
CVE-2024-13158,,,False,❌
CVE-2024-13159,HIGH,True,False,❌
CVE-2024-1316,,,False,❌
CVE-2024-13160,HIGH,True,False,❌
CVE-2024-13161,HIGH,True,False,❌
CVE-2024-13162,,,False,❌
CVE-2024-13163,,,False,❌
CVE-2024-13164,,,False,❌
CVE-2024-13165,,,False,❌
CVE-2024-13166,,,False,❌
CVE-2024-13167,,,False,❌
CVE-2024-13168,,,False,❌
CVE-2024-13169,,,False,❌
CVE-2024-1317,,,False,❌
CVE-2024-13170,,,False,❌
CVE-2024-13171,,,False,❌
CVE-2024-13172,,,False,❌
CVE-2024-13173,,,False,❌
CVE-2024-13176,,,False,❌
CVE-2024-13177,,,False,❌
CVE-2024-13179,CRITICAL,,False,❌
CVE-2024-1318,,,False,❌
CVE-2024-13180,HIGH,,False,❌
CVE-2024-13181,CRITICAL,,False,❌
CVE-2024-13182,CRITICAL,,False,❌
CVE-2024-13183,MEDIUM,,False,❌
CVE-2024-13184,HIGH,,False,❌
CVE-2024-13185,,,False,❌
CVE-2024-13186,,,False,❌
CVE-2024-13187,,,False,❌
CVE-2024-13188,,,False,❌
CVE-2024-13189,,,False,❌
CVE-2024-1319,,,False,❌
CVE-2024-13190,,,False,❌
CVE-2024-13191,,,False,❌
CVE-2024-13192,,,False,❌
CVE-2024-13193,MEDIUM,,False,❌
CVE-2024-13194,,,False,❌
CVE-2024-13195,,,False,❌
CVE-2024-13196,,,False,❌
CVE-2024-13197,,,False,❌
CVE-2024-13198,,,False,❌
CVE-2024-13199,,,False,❌
CVE-2024-1320,MEDIUM,,False,❌
CVE-2024-13200,,,False,❌
CVE-2024-13201,,,False,❌
CVE-2024-13202,,,False,❌
CVE-2024-13203,,,False,❌
CVE-2024-13204,,,False,❌
CVE-2024-13205,,,False,❌
CVE-2024-13206,,,False,❌
CVE-2024-13207,,,False,❌
CVE-2024-13208,,,False,❌
CVE-2024-13209,,,False,❌
CVE-2024-1321,,,False,❌
CVE-2024-13210,,,False,❌
CVE-2024-13211,,,False,❌
CVE-2024-13212,,,False,❌
CVE-2024-13213,,,False,❌
CVE-2024-13215,MEDIUM,,False,❌
CVE-2024-13216,MEDIUM,,False,❌
CVE-2024-13217,MEDIUM,,False,❌
CVE-2024-13218,,,False,❌
CVE-2024-13219,,,False,❌
CVE-2024-1322,,,False,❌
CVE-2024-13220,,,False,❌
CVE-2024-13221,,,False,❌
CVE-2024-13222,,,False,❌
CVE-2024-13223,,,False,❌
CVE-2024-13224,,,False,❌
CVE-2024-13225,,,False,❌
CVE-2024-13226,,,False,❌
CVE-2024-13227,MEDIUM,,False,❌
CVE-2024-13228,MEDIUM,,False,❌
CVE-2024-13229,MEDIUM,,False,❌
CVE-2024-1323,MEDIUM,,False,❌
CVE-2024-13230,MEDIUM,,False,❌
CVE-2024-13231,MEDIUM,,False,❌
CVE-2024-13232,HIGH,,False,❌
CVE-2024-13234,CRITICAL,,False,❌
CVE-2024-13235,MEDIUM,,False,❌
CVE-2024-13236,MEDIUM,,False,❌
CVE-2024-13237,,,False,❌
CVE-2024-13238,,,False,❌
CVE-2024-13239,,,False,❌
CVE-2024-1324,,,False,❌
CVE-2024-13240,,,False,❌
CVE-2024-13241,,,False,❌
CVE-2024-13242,,,False,❌
CVE-2024-13243,,,False,❌
CVE-2024-13244,,,False,❌
CVE-2024-13245,,,False,❌
CVE-2024-13246,,,False,❌
CVE-2024-13247,,,False,❌
CVE-2024-13248,,,False,❌
CVE-2024-13249,,,False,❌
CVE-2024-1325,MEDIUM,,False,❌
CVE-2024-13250,,,False,❌
CVE-2024-13251,,,False,❌
CVE-2024-13252,,,False,❌
CVE-2024-13253,,,False,❌
CVE-2024-13254,,,False,❌
CVE-2024-13255,,,False,❌
CVE-2024-13256,,,False,❌
CVE-2024-13257,,,False,❌
CVE-2024-13258,,,False,❌
CVE-2024-13259,,,False,❌
CVE-2024-1326,MEDIUM,,False,❌
CVE-2024-13260,,,False,❌
CVE-2024-13261,,,False,❌
CVE-2024-13262,,,False,❌
CVE-2024-13263,,,False,❌
CVE-2024-13264,,,False,❌
CVE-2024-13265,,,False,❌
CVE-2024-13266,,,False,❌
CVE-2024-13267,,,False,❌
CVE-2024-13268,,,False,❌
CVE-2024-13269,,,False,❌
CVE-2024-1327,MEDIUM,,False,❌
CVE-2024-13270,,,False,❌
CVE-2024-13271,,,False,❌
CVE-2024-13272,,,False,❌
CVE-2024-13273,,,False,❌
CVE-2024-13274,,,False,❌
CVE-2024-13275,,,False,❌
CVE-2024-13276,,,False,❌
CVE-2024-13277,,,False,❌
CVE-2024-13278,,,False,❌
CVE-2024-13279,,,False,❌
CVE-2024-1328,MEDIUM,,False,❌
CVE-2024-13280,,,False,❌
CVE-2024-13281,,,False,❌
CVE-2024-13282,,,False,❌
CVE-2024-13283,,,False,❌
CVE-2024-13284,,,False,❌
CVE-2024-13285,,,False,❌
CVE-2024-13286,,,False,❌
CVE-2024-13287,,,False,❌
CVE-2024-13288,,,False,❌
CVE-2024-13289,,,False,❌
CVE-2024-1329,HIGH,,False,❌
CVE-2024-13290,,,False,❌
CVE-2024-13291,,,False,❌
CVE-2024-13292,,,False,❌
CVE-2024-13293,,,False,❌
CVE-2024-13294,,,False,❌
CVE-2024-13295,,,False,❌
CVE-2024-13296,,,False,❌
CVE-2024-13297,,,False,❌
CVE-2024-13298,,,False,❌
CVE-2024-13299,,,False,❌
CVE-2024-1330,MEDIUM,,False,❌
CVE-2024-13300,,,False,❌
CVE-2024-13301,,,False,❌
CVE-2024-13302,,,False,❌
CVE-2024-13303,,,False,❌
CVE-2024-13304,,,False,❌
CVE-2024-13305,,,False,❌
CVE-2024-13306,,,False,❌
CVE-2024-13307,MEDIUM,,False,❌
CVE-2024-13308,,,False,❌
CVE-2024-13309,,,False,❌
CVE-2024-1331,,,False,❌
CVE-2024-13310,,,False,❌
CVE-2024-13311,,,False,❌
CVE-2024-13312,,,False,❌
CVE-2024-13314,,,False,❌
CVE-2024-13315,HIGH,,False,❌
CVE-2024-13316,MEDIUM,,False,❌
CVE-2024-13317,MEDIUM,,False,❌
CVE-2024-13318,MEDIUM,,False,❌
CVE-2024-13319,MEDIUM,,False,❌
CVE-2024-1332,MEDIUM,,False,❌
CVE-2024-13320,HIGH,,False,❌
CVE-2024-13321,CRITICAL,,False,❌
CVE-2024-13322,HIGH,,False,❌
CVE-2024-13323,MEDIUM,,False,❌
CVE-2024-13324,,,False,❌
CVE-2024-13325,,,False,❌
CVE-2024-13326,,,False,❌
CVE-2024-13327,,,False,❌
CVE-2024-13328,,,False,❌
CVE-2024-13329,,,False,❌
CVE-2024-1333,,,False,❌
CVE-2024-13330,,,False,❌
CVE-2024-13331,,,False,❌
CVE-2024-13332,,,False,❌
CVE-2024-13333,HIGH,,False,❌
CVE-2024-13334,MEDIUM,,False,❌
CVE-2024-13335,MEDIUM,,False,❌
CVE-2024-13336,MEDIUM,,False,❌
CVE-2024-13337,MEDIUM,,False,❌
CVE-2024-13338,MEDIUM,,False,❌
CVE-2024-13339,MEDIUM,,False,❌
CVE-2024-1334,,,False,❌
CVE-2024-13340,MEDIUM,,False,❌
CVE-2024-13341,MEDIUM,,False,❌
CVE-2024-13343,HIGH,,False,❌
CVE-2024-13344,HIGH,,False,❌
CVE-2024-13345,CRITICAL,,False,❌
CVE-2024-13346,CRITICAL,,False,❌
CVE-2024-13347,,,False,❌
CVE-2024-13348,,,False,❌
CVE-2024-13349,MEDIUM,,False,❌
CVE-2024-1335,,,False,❌
CVE-2024-13350,MEDIUM,,False,❌
CVE-2024-13351,HIGH,,False,❌
CVE-2024-13352,,,False,❌
CVE-2024-13353,HIGH,,False,❌
CVE-2024-13354,MEDIUM,,False,❌
CVE-2024-13355,MEDIUM,,False,❌
CVE-2024-13356,MEDIUM,,False,❌
CVE-2024-13358,MEDIUM,,False,❌
CVE-2024-13359,CRITICAL,,False,❌
CVE-2024-1336,,,False,❌
CVE-2024-13360,MEDIUM,,False,❌
CVE-2024-13361,HIGH,,False,❌
CVE-2024-13363,MEDIUM,,False,❌
CVE-2024-13364,MEDIUM,,False,❌
CVE-2024-13365,CRITICAL,,False,❌
CVE-2024-13366,MEDIUM,,False,❌
CVE-2024-13367,MEDIUM,,False,❌
CVE-2024-13368,MEDIUM,,False,❌
CVE-2024-13369,HIGH,,False,❌
CVE-2024-1337,,,False,❌
CVE-2024-13370,MEDIUM,,False,❌
CVE-2024-13371,MEDIUM,,False,❌
CVE-2024-13372,MEDIUM,,False,❌
CVE-2024-13373,HIGH,,False,❌
CVE-2024-13374,MEDIUM,,False,❌
CVE-2024-13375,CRITICAL,,False,❌
CVE-2024-13376,HIGH,,False,❌
CVE-2024-13377,HIGH,,False,❌
CVE-2024-13378,MEDIUM,,False,❌
CVE-2024-13379,MEDIUM,,False,❌
CVE-2024-1338,,,False,❌
CVE-2024-13380,MEDIUM,,False,❌
CVE-2024-13381,MEDIUM,,False,❌
CVE-2024-13385,MEDIUM,,False,❌
CVE-2024-13386,MEDIUM,,False,❌
CVE-2024-13387,MEDIUM,,False,❌
CVE-2024-13388,MEDIUM,,False,❌
CVE-2024-13389,MEDIUM,,False,❌
CVE-2024-1339,,,False,❌
CVE-2024-13390,MEDIUM,,False,❌
CVE-2024-13391,MEDIUM,,False,❌
CVE-2024-13392,MEDIUM,,False,❌
CVE-2024-13393,MEDIUM,,False,❌
CVE-2024-13394,MEDIUM,,False,❌
CVE-2024-13395,MEDIUM,,False,❌
CVE-2024-13396,MEDIUM,,False,❌
CVE-2024-13397,MEDIUM,,False,❌
CVE-2024-13398,MEDIUM,,False,❌
CVE-2024-13399,MEDIUM,,False,❌
CVE-2024-1340,,,False,❌
CVE-2024-13400,MEDIUM,,False,❌
CVE-2024-13401,MEDIUM,,False,❌
CVE-2024-13402,MEDIUM,,False,❌
CVE-2024-13403,MEDIUM,,False,❌
CVE-2024-13404,MEDIUM,,False,❌
CVE-2024-13405,MEDIUM,,False,❌
CVE-2024-13406,MEDIUM,,False,❌
CVE-2024-13407,MEDIUM,,False,❌
CVE-2024-13408,HIGH,,False,❌
CVE-2024-13409,HIGH,,False,❌
CVE-2024-1341,MEDIUM,,False,❌
CVE-2024-13410,CRITICAL,,False,❌
CVE-2024-13411,MEDIUM,,False,❌
CVE-2024-13412,HIGH,,False,❌
CVE-2024-13413,MEDIUM,,False,❌
CVE-2024-13415,MEDIUM,,False,❌
CVE-2024-13416,,,False,❌
CVE-2024-13417,,,False,❌
CVE-2024-13418,HIGH,,False,❌
CVE-2024-13419,MEDIUM,,False,❌
CVE-2024-1342,,,False,❌
CVE-2024-13420,MEDIUM,,False,❌
CVE-2024-13421,CRITICAL,,False,❌
CVE-2024-13422,MEDIUM,,False,❌
CVE-2024-13423,MEDIUM,,False,❌
CVE-2024-13424,MEDIUM,,False,❌
CVE-2024-13425,MEDIUM,,False,❌
CVE-2024-13426,MEDIUM,,False,❌
CVE-2024-13428,MEDIUM,,False,❌
CVE-2024-13429,MEDIUM,,False,❌
CVE-2024-1343,MEDIUM,,False,❌
CVE-2024-13430,MEDIUM,,False,❌
CVE-2024-13431,MEDIUM,,False,❌
CVE-2024-13432,MEDIUM,,False,❌
CVE-2024-13433,MEDIUM,,False,❌
CVE-2024-13434,MEDIUM,,False,❌
CVE-2024-13435,HIGH,,False,❌
CVE-2024-13436,MEDIUM,,False,❌
CVE-2024-13437,MEDIUM,,False,❌
CVE-2024-13438,MEDIUM,,False,❌
CVE-2024-13439,MEDIUM,,False,❌
CVE-2024-1344,CRITICAL,,False,❌
CVE-2024-13440,HIGH,,False,❌
CVE-2024-13441,MEDIUM,,False,❌
CVE-2024-13442,CRITICAL,,False,❌
CVE-2024-13443,MEDIUM,,False,❌
CVE-2024-13444,MEDIUM,,False,❌
CVE-2024-13445,MEDIUM,,False,❌
CVE-2024-13446,CRITICAL,,False,❌
CVE-2024-13447,MEDIUM,,False,❌
CVE-2024-13448,CRITICAL,,False,❌
CVE-2024-13449,MEDIUM,,False,❌
CVE-2024-1345,MEDIUM,,False,❌
CVE-2024-13450,MEDIUM,,False,❌
CVE-2024-13452,MEDIUM,,False,❌
CVE-2024-13453,,,False,❌
CVE-2024-13454,,,False,❌
CVE-2024-13455,MEDIUM,,False,❌
CVE-2024-13456,MEDIUM,,False,❌
CVE-2024-13457,MEDIUM,,False,❌
CVE-2024-13458,MEDIUM,,False,❌
CVE-2024-13459,MEDIUM,,False,❌
CVE-2024-1346,MEDIUM,,False,❌
CVE-2024-13460,MEDIUM,,False,❌
CVE-2024-13461,MEDIUM,,False,❌
CVE-2024-13462,MEDIUM,,False,❌
CVE-2024-13463,MEDIUM,,False,❌
CVE-2024-13464,MEDIUM,,False,❌
CVE-2024-13465,MEDIUM,,False,❌
CVE-2024-13466,MEDIUM,,False,❌
CVE-2024-13467,MEDIUM,,False,❌
CVE-2024-13468,HIGH,,False,❌
CVE-2024-13469,MEDIUM,,False,❌
CVE-2024-1347,MEDIUM,,False,❌
CVE-2024-13470,MEDIUM,,False,❌
CVE-2024-13471,HIGH,,False,❌
CVE-2024-13472,HIGH,,False,❌
CVE-2024-13473,HIGH,,False,❌
CVE-2024-13474,HIGH,,False,❌
CVE-2024-13475,HIGH,,False,❌
CVE-2024-13476,HIGH,,False,❌
CVE-2024-13477,CRITICAL,,False,❌
CVE-2024-13478,HIGH,,False,❌
CVE-2024-13479,HIGH,,False,❌
CVE-2024-1348,,,False,❌
CVE-2024-13480,HIGH,,False,❌
CVE-2024-13481,HIGH,,False,❌
CVE-2024-13483,HIGH,,False,❌
CVE-2024-13484,,,False,❌
CVE-2024-13485,HIGH,,False,❌
CVE-2024-13487,,,False,❌
CVE-2024-13488,HIGH,,False,❌
CVE-2024-13489,HIGH,,False,❌
CVE-2024-1349,MEDIUM,,False,❌
CVE-2024-13490,HIGH,,False,❌
CVE-2024-13491,HIGH,,False,❌
CVE-2024-13492,,,False,❌
CVE-2024-13493,,,False,❌
CVE-2024-13494,MEDIUM,,False,❌
CVE-2024-13495,HIGH,,False,❌
CVE-2024-13496,HIGH,,False,❌
CVE-2024-13497,MEDIUM,,False,❌
CVE-2024-13498,MEDIUM,,False,❌
CVE-2024-13499,HIGH,,False,❌
CVE-2024-1350,,,False,❌
CVE-2024-13500,MEDIUM,,False,❌
CVE-2024-13501,MEDIUM,,False,❌
CVE-2024-13502,,,False,❌
CVE-2024-13503,,,False,❌
CVE-2024-13504,HIGH,,False,❌
CVE-2024-13505,MEDIUM,,False,❌
CVE-2024-13506,MEDIUM,,False,❌
CVE-2024-13508,MEDIUM,,False,❌
CVE-2024-13509,MEDIUM,,False,❌
CVE-2024-1351,CRITICAL,,False,❌
CVE-2024-13510,MEDIUM,,False,❌
CVE-2024-13511,MEDIUM,,False,❌
CVE-2024-13512,MEDIUM,,False,❌
CVE-2024-13513,CRITICAL,,False,❌
CVE-2024-13514,MEDIUM,,False,❌
CVE-2024-13515,MEDIUM,,False,❌
CVE-2024-13516,MEDIUM,,False,❌
CVE-2024-13517,MEDIUM,,False,❌
CVE-2024-13518,MEDIUM,,False,❌
CVE-2024-13519,MEDIUM,,False,❌
CVE-2024-1352,MEDIUM,,False,❌
CVE-2024-13520,MEDIUM,,False,❌
CVE-2024-13521,MEDIUM,,False,❌
CVE-2024-13522,MEDIUM,,False,❌
CVE-2024-13523,MEDIUM,,False,❌
CVE-2024-13524,MEDIUM,,False,❌
CVE-2024-13525,MEDIUM,,False,❌
CVE-2024-13526,MEDIUM,,False,❌
CVE-2024-13527,MEDIUM,,False,❌
CVE-2024-13528,HIGH,,False,❌
CVE-2024-13529,MEDIUM,,False,❌
CVE-2024-1353,CRITICAL,,False,❌
CVE-2024-13530,MEDIUM,,False,❌
CVE-2024-13531,HIGH,,False,❌
CVE-2024-13532,HIGH,,False,❌
CVE-2024-13533,HIGH,,False,❌
CVE-2024-13534,HIGH,,False,❌
CVE-2024-13535,MEDIUM,,False,❌
CVE-2024-13536,MEDIUM,,False,❌
CVE-2024-13537,MEDIUM,,False,❌
CVE-2024-13538,MEDIUM,,False,❌
CVE-2024-13539,MEDIUM,,False,❌
CVE-2024-1354,HIGH,,False,❌
CVE-2024-13540,MEDIUM,,False,❌
CVE-2024-13541,MEDIUM,,False,❌
CVE-2024-13542,MEDIUM,,False,❌
CVE-2024-13543,MEDIUM,,False,❌
CVE-2024-13544,MEDIUM,,False,❌
CVE-2024-13545,CRITICAL,,False,❌
CVE-2024-13546,MEDIUM,,False,❌
CVE-2024-13547,MEDIUM,,False,❌
CVE-2024-13548,MEDIUM,,False,❌
CVE-2024-13549,MEDIUM,,False,❌
CVE-2024-1355,CRITICAL,,False,❌
CVE-2024-13550,MEDIUM,,False,❌
CVE-2024-13551,MEDIUM,,False,❌
CVE-2024-13552,MEDIUM,,False,❌
CVE-2024-13553,CRITICAL,,False,❌
CVE-2024-13554,MEDIUM,,False,❌
CVE-2024-13555,MEDIUM,,False,❌
CVE-2024-13556,CRITICAL,,False,❌
CVE-2024-13557,MEDIUM,,False,❌
CVE-2024-13558,MEDIUM,,False,❌
CVE-2024-13559,MEDIUM,,False,❌
CVE-2024-1356,,,False,❌
CVE-2024-13560,MEDIUM,,False,❌
CVE-2024-13561,MEDIUM,,False,❌
CVE-2024-13562,HIGH,,False,❌
CVE-2024-13563,MEDIUM,,False,❌
CVE-2024-13564,MEDIUM,,False,❌
CVE-2024-13565,MEDIUM,,False,❌
CVE-2024-13566,MEDIUM,,False,❌
CVE-2024-13567,HIGH,,False,❌
CVE-2024-13568,HIGH,,False,❌
CVE-2024-13569,,,False,❌
CVE-2024-1357,,,False,❌
CVE-2024-13570,MEDIUM,,False,❌
CVE-2024-13571,,,False,❌
CVE-2024-13572,MEDIUM,,False,❌
CVE-2024-13573,MEDIUM,,False,❌
CVE-2024-13574,,,False,❌
CVE-2024-13575,MEDIUM,,False,❌
CVE-2024-13576,MEDIUM,,False,❌
CVE-2024-13577,MEDIUM,,False,❌
CVE-2024-13578,MEDIUM,,False,❌
CVE-2024-13579,MEDIUM,,False,❌
CVE-2024-1358,MEDIUM,,False,❌
CVE-2024-13580,,,False,❌
CVE-2024-13581,MEDIUM,,False,❌
CVE-2024-13582,MEDIUM,,False,❌
CVE-2024-13583,MEDIUM,,False,❌
CVE-2024-13584,MEDIUM,,False,❌
CVE-2024-13585,,,False,❌
CVE-2024-13586,MEDIUM,,False,❌
CVE-2024-13587,MEDIUM,,False,❌
CVE-2024-13588,MEDIUM,,False,❌
CVE-2024-13589,MEDIUM,,False,❌
CVE-2024-1359,CRITICAL,,False,❌
CVE-2024-13590,MEDIUM,,False,❌
CVE-2024-13591,MEDIUM,,False,❌
CVE-2024-13592,HIGH,,False,❌
CVE-2024-13593,HIGH,,False,❌
CVE-2024-13594,MEDIUM,,False,❌
CVE-2024-13595,MEDIUM,,False,❌
CVE-2024-13596,MEDIUM,,False,❌
CVE-2024-13597,,,False,❌
CVE-2024-13598,,,False,❌
CVE-2024-13599,MEDIUM,,False,❌
CVE-2024-1360,MEDIUM,,False,❌
CVE-2024-13600,HIGH,,False,❌
CVE-2024-13601,MEDIUM,,False,❌
CVE-2024-13602,,,False,❌
CVE-2024-13603,,,False,❌
CVE-2024-13604,HIGH,,False,❌
CVE-2024-13605,,,False,❌
CVE-2024-13606,HIGH,,False,❌
CVE-2024-13607,MEDIUM,,False,❌
CVE-2024-13608,,,False,❌
CVE-2024-13609,MEDIUM,,False,❌
CVE-2024-1361,,,False,❌
CVE-2024-13610,,,False,❌
CVE-2024-13611,HIGH,,False,❌
